Year,Zip Code,Price,RegionID,City,State,Latitude,Longitude
2010,46307,163800.0,31125,Crown Point,Indiana,41.435871124773875,-87.36543327512562
2010,46368,129900.0,53969,Portage,Indiana,41.57729657227102,-87.1838146323714
2010,46526,105250.0,52262,Goshen,Indiana,41.57016829407216,-85.8484276798969
2010,46530,187800.0,24926,Granger,Indiana,41.73927725175983,-86.15056601076604
2010,46706,107150.0,37217,Auburn,Indiana,41.328591686711405,-85.05325989221477
2010,47025,122850.0,52905,Lawrence,Indiana,39.14861974747475,-84.8640503580808
2010,47708,91650.0,31471,Evansville,Indiana,37.9737116168421,-87.57252729157895
2010,47906,165500.0,41643,West Lafayette,Indiana,40.457932048808544,-86.92329361881676
2010,48021,25450.0,11246,Eastpointe,Michigan,42.46604244683195,-82.94656106584021
2010,48033,44800.0,27195,Southfield,Michigan,42.45773648089887,-83.28245424606742
2010,48066,27800.0,20245,Roseville,Michigan,42.50410372989536,-82.93687992690583
2010,48067,109300.0,6855,Royal Oak,Michigan,42.49015465434842,-83.13682498770604
2010,48083,159400.0,7476,Troy,Michigan,42.553998409952605,-83.12095893755925
2010,48101,60250.0,16724,Allen Park,Michigan,42.26006383625192,-83.21038944086021
